house_number,area,usage_kwh,total_bill
39877,Urban,704,288.58
39878,Urban,1051,478.05
39879,Urban,1196,557.22
39880,Urban,796,338.82
39881,Urban,1155,534.83
39882,Urban,996,448.02
39883,Urban,959,427.81
39884,Urban,1063,484.6
39885,Urban,1000,450.2
39886,Urban,725,300.05
39887,Urban,985,442.01
39888,Urban,1033,468.22
39889,Urban,826,355.2
39890,Urban,1094,501.52
39892,Urban,1178,547.39
39893,Urban,1002,451.29
39894,Urban,946,420.72
39895,Urban,943,419.08
39896,Urban,881,385.23
39897,Urban,1067,486.78
39898,Urban,882,385.77
39899,Urban,729,302.23
39900,Urban,654,261.28
39902,Urban,689,280.39
39903,Urban,842,363.93
39904,Urban,773,326.26
39905,Urban,890,390.14
39906,Urban,1190,553.94
39908,Urban,972,434.91
39909,Urban,1084,496.06
39910,Urban,1032,467.67
39911,Urban,760,319.16
39912,Urban,981,439.83
39913,Urban,732,303.87
39915,Urban,1122,516.81
39916,Urban,1040,472.04
39917,Urban,880,384.68
39918,Urban,922,407.61
39919,Urban,801,341.55
39920,Urban,957,426.72
39921,Urban,1195,556.67
39922,Urban,788,334.45
39924,Urban,1104,506.98
39925,Urban,775,327.35
39926,Urban,1156,535.38
39928,Urban,993,446.38
39929,Urban,749,313.15
39930,Urban,971,434.37
39931,Urban,893,391.78
39932,Urban,844,365.02
39933,Urban,1074,490.6
39934,Urban,1112,511.35
39937,Urban,786,333.36
39938,Urban,1050,477.5
39939,Urban,740,308.24
39940,Urban,1113,511.9
39941,Urban,811,347.01
39942,Urban,1133,522.82
39944,Urban,1071,488.97
39945,Urban,1026,464.4
39946,Urban,899,395.05
39947,Urban,809,345.91
39948,Urban,764,321.34
39949,Urban,771,325.17
39951,Urban,776,327.9
39952,Urban,1102,505.89
39953,Urban,1077,492.24
39954,Urban,891,390.69
39955,Urban,977,437.64
39956,Urban,695,283.67
39958,Urban,890,390.14
39959,Urban,1096,502.62
39960,Urban,856,371.58
39961,Urban,872,380.31
39963,Urban,1171,543.57
39964,Urban,713,293.5
39965,Urban,1157,535.92
39966,Urban,1078,492.79
39967,Urban,715,294.59
39968,Urban,1196,557.22
39969,Urban,748,312.61
39970,Urban,1163,539.2
39971,Urban,1196,557.22
39972,Urban,931,412.53
39973,Urban,688,279.85
39974,Urban,1072,489.51
39975,Urban,1064,485.14
39977,Urban,1028,465.49
39978,Urban,773,326.26
39979,Urban,968,432.73
39980,Urban,1059,482.41
39981,Urban,662,265.65
39982,Urban,931,412.53
39983,Urban,1066,486.24
39984,Urban,754,315.88
39985,Urban,863,375.4
39986,Urban,1175,545.75
39988,Urban,835,360.11
39989,Urban,1058,481.87
39990,Urban,1063,484.6
39991,Urban,1049,476.95
39992,Urban,841,363.39
39993,Urban,700,286.4
39994,Urban,732,303.87
39996,Urban,1071,488.97
39998,Urban,1175,545.75
39999,Urban,1048,476.41
40000,Urban,652,260.19
40001,Urban,1195,556.67
40002,Urban,869,378.67
40003,Urban,1142,527.73
40004,Urban,735,305.51
40005,Urban,1074,490.6
40006,Urban,1161,538.11
40007,Urban,856,371.58
40008,Urban,1074,490.6
40009,Urban,930,411.98
40013,Urban,985,442.01
40014,Urban,924,408.7
40015,Urban,1154,534.28
40016,Urban,1053,479.14
40017,Urban,816,349.74
40018,Urban,1187,552.3
40019,Urban,1074,490.6
40020,Urban,681,276.03
40021,Urban,992,445.83
40023,Urban,658,263.47
40024,Urban,965,431.09
40025,Urban,1118,514.63
40026,Urban,777,328.44
40028,Urban,982,440.37
40029,Urban,980,439.28
40030,Urban,1100,504.8
40031,Urban,653,260.74
40032,Urban,959,427.81
40033,Urban,1070,488.42
40034,Urban,757,317.52
40035,Urban,793,337.18
40036,Urban,944,419.62
40037,Urban,737,306.6
40038,Urban,1074,490.6
40039,Urban,699,285.85
40040,Urban,1002,451.29
40041,Urban,987,443.1
40042,Urban,910,401.06
40043,Urban,702,287.49
40044,Urban,951,423.45
40045,Urban,1054,479.68
40046,Urban,1028,465.49
40047,Urban,675,272.75
40048,Urban,747,312.06
40050,Urban,848,367.21
40051,Urban,965,431.09
40052,Urban,1050,477.5
40053,Urban,943,419.08
40054,Urban,836,360.66
40055,Urban,1164,539.74
40057,Urban,1000,450.2
40059,Urban,845,365.57
40060,Urban,843,364.48
40061,Urban,687,279.3
40062,Urban,1073,490.06
40063,Urban,717,295.68
40065,Urban,940,417.44
40066,Urban,828,356.29
40067,Urban,851,368.85
40069,Urban,1090,499.34
40070,Urban,953,424.54
40071,Urban,1046,475.32
40072,Urban,1111,510.81
40073,Urban,986,442.56
40074,Urban,689,280.39
40075,Urban,1046,475.32
40076,Urban,669,269.47
40077,Urban,808,345.37
40078,Urban,851,368.85
40079,Urban,1037,470.4
40080,Urban,1078,492.79
40081,Urban,1164,539.74
40082,Urban,903,397.24
40084,Urban,658,263.47
40085,Urban,704,288.58
40086,Urban,913,402.7
40087,Urban,965,431.09
40089,Urban,945,420.17
40092,Urban,909,400.51
40093,Urban,813,348.1
40094,Urban,907,399.42
40095,Urban,966,431.64
40098,Urban,1118,514.63
40099,Urban,921,407.07
40101,Urban,1103,506.44
40102,Urban,827,355.74
40103,Urban,995,447.47
40104,Urban,766,322.44
40105,Urban,893,391.78
40106,Urban,1091,499.89
40107,Urban,930,411.98
40108,Urban,1103,506.44
40110,Urban,664,266.74
40111,Urban,846,366.12
40112,Urban,826,355.2
40113,Urban,961,428.91
40116,Urban,867,377.58
40117,Urban,955,425.63
40118,Urban,755,316.43
40119,Urban,866,377.04
40121,Urban,726,300.6
40122,Urban,1160,537.56
40123,Urban,894,392.32
40125,Urban,972,434.91
40126,Urban,1034,468.76
40127,Urban,1177,546.84
40130,Urban,675,272.75
40131,Urban,774,326.8
40133,Urban,850,368.3
40134,Urban,819,351.37
40137,Urban,749,313.15
40138,Urban,1043,473.68
40139,Urban,1087,497.7
40140,Urban,859,373.21
40142,Urban,862,374.85
40143,Urban,1064,485.14
40145,Urban,999,449.65
40146,Urban,1097,503.16
40148,Urban,693,282.58
40149,Urban,1019,460.57
40150,Urban,1058,481.87
40151,Urban,1052,478.59
40154,Urban,1125,518.45
40155,Urban,1078,492.79
40156,Urban,1163,539.2
40157,Urban,1153,533.74
40158,Urban,899,395.05
40160,Urban,696,284.22
40161,Urban,1002,451.29
40162,Urban,1017,459.48
40165,Urban,805,343.73
40166,Urban,903,397.24
40168,Urban,1183,550.12
40169,Urban,1084,496.06
40170,Urban,739,307.69
40171,Urban,853,369.94
40172,Urban,663,266.2
40173,Urban,760,319.16
40175,Urban,826,355.2
40176,Urban,722,298.41
40177,Urban,1019,460.57
40178,Urban,787,333.9
40179,Urban,818,350.83
40181,Urban,873,380.86
40182,Urban,1042,473.13
40184,Urban,1108,509.17
40185,Urban,845,365.57
40186,Urban,925,409.25
40187,Urban,1192,555.03
40188,Urban,803,342.64
40189,Urban,1088,498.25
40190,Urban,1123,517.36
40192,Urban,808,345.37
40194,Urban,708,290.77
40195,Urban,876,382.5
40196,Urban,809,345.91
40197,Urban,1189,553.39
40198,Urban,868,378.13
40199,Urban,814,348.64
40200,Urban,1093,500.98
40202,Urban,680,275.48
40203,Urban,993,446.38
40204,Urban,1032,467.67
40205,Urban,1137,525.0
40207,Urban,1175,545.75
40208,Urban,739,307.69
40209,Urban,1114,512.44
40210,Urban,908,399.97
40211,Urban,810,346.46
40212,Urban,1122,516.81
40213,Urban,1043,473.68
40214,Urban,868,378.13
40215,Urban,703,288.04
40217,Urban,668,268.93
40218,Urban,734,304.96
40219,Urban,828,356.29
40220,Urban,1083,495.52
40221,Urban,1193,555.58
40222,Urban,793,337.18
40223,Urban,1115,512.99
40225,Urban,746,311.52
40227,Urban,1044,474.22
40229,Urban,771,325.17
40230,Urban,1152,533.19
40231,Urban,867,377.58
40232,Urban,1135,523.91
40233,Urban,956,426.18
40234,Urban,719,296.77
40235,Urban,1107,508.62
40236,Urban,831,357.93
40237,Urban,767,322.98
40238,Urban,1082,494.97
40239,Urban,841,363.39
40240,Urban,830,357.38
40241,Urban,653,260.74
40242,Urban,746,311.52
40243,Urban,681,276.03
40245,Urban,1035,469.31
40246,Urban,959,427.81
40247,Urban,972,434.91
40248,Urban,1135,523.91
40249,Urban,901,396.15
40250,Urban,921,407.07
40251,Urban,693,282.58
40252,Urban,1033,468.22
40253,Urban,675,272.75
40254,Urban,839,362.29
40255,Urban,803,342.64
40256,Urban,867,377.58
40258,Urban,1137,525.0
40259,Urban,986,442.56
40260,Urban,988,443.65
40261,Urban,930,411.98
40262,Urban,891,390.69
40264,Urban,740,308.24
40265,Urban,1066,486.24
40266,Urban,846,366.12
40268,Urban,752,314.79
40269,Urban,1048,476.41
40270,Urban,967,432.18
40271,Urban,753,315.34
40272,Urban,1147,530.46
40273,Urban,1067,486.78
40275,Urban,1125,518.45
40276,Urban,903,397.24
40277,Urban,1020,461.12
40278,Urban,773,326.26
40279,Urban,849,367.75
40281,Urban,877,383.04
40282,Urban,1171,543.57
40283,Urban,914,403.24
40284,Urban,921,407.07
40285,Urban,1018,460.03
40286,Urban,1194,556.12
40287,Urban,1089,498.79
40288,Urban,1012,456.75
40289,Urban,1031,467.13
40290,Urban,1037,470.4
40291,Urban,790,335.54
40293,Urban,948,421.81
40294,Urban,788,334.45
40295,Urban,902,396.69
40296,Urban,1076,491.7
40298,Urban,1097,503.16
40300,Urban,714,294.04
40301,Urban,1138,525.55
40302,Urban,717,295.68
40303,Urban,973,435.46
40304,Urban,1038,470.95
40307,Urban,723,298.96
40308,Urban,982,440.37
40309,Urban,1162,538.65
40310,Urban,892,391.23
40311,Urban,765,321.89
40312,Urban,722,298.41
40313,Urban,825,354.65
40314,Urban,877,383.04
40316,Urban,655,261.83
40317,Urban,741,308.79
40318,Urban,970,433.82
40320,Urban,1011,456.21
40322,Urban,1079,493.33
40323,Urban,895,392.87
40325,Urban,924,408.7
40326,Urban,863,375.4
40329,Urban,1094,501.52
40330,Urban,659,264.01
40331,Urban,1091,499.89
40332,Urban,1019,460.57
40333,Urban,913,402.7
40334,Urban,1102,505.89
40335,Urban,1199,558.85
40336,Urban,665,267.29
40337,Urban,1098,503.71
40338,Urban,662,265.65
40339,Urban,729,302.23
40340,Urban,926,409.8
40341,Urban,841,363.39
40342,Urban,1136,524.46
40343,Urban,906,398.88
40344,Urban,910,401.06
40345,Urban,920,406.52
40346,Urban,809,345.91
40347,Urban,1078,492.79
40348,Urban,1098,503.71
40349,Urban,1033,468.22
40350,Urban,1100,504.8
40352,Urban,731,303.33
40353,Urban,933,413.62
40354,Urban,798,339.91
40355,Urban,695,283.67
40356,Urban,1026,464.4
40357,Urban,1027,464.94
40358,Urban,934,414.16
40359,Urban,1085,496.61
40360,Urban,724,299.5
40361,Urban,1068,487.33
40362,Urban,1175,545.75
40363,Urban,849,367.75
40364,Urban,822,353.01
40365,Urban,856,371.58
40366,Urban,1036,469.86
40367,Urban,1124,517.9
40368,Urban,1172,544.11
40369,Urban,863,375.4
40371,Urban,821,352.47
40372,Urban,1182,549.57
40373,Urban,1105,507.53
40374,Urban,1196,557.22
40375,Urban,836,360.66
40376,Urban,736,306.06
40377,Urban,666,267.84
40378,Urban,982,440.37
40379,Urban,657,262.92
40380,Urban,1095,502.07
40381,Urban,1133,522.82
40382,Urban,770,324.62
40383,Urban,916,404.34
40384,Urban,1040,472.04
40385,Urban,1028,465.49
40386,Urban,778,328.99
40387,Urban,1130,521.18
40389,Urban,1052,478.59
40390,Urban,1081,494.43
40391,Urban,822,353.01
40392,Urban,1104,506.98
40394,Urban,1025,463.85
40395,Urban,1150,532.1
40397,Urban,856,371.58
40398,Urban,702,287.49
40399,Urban,1050,477.5
40400,Urban,711,292.41
40401,Urban,1109,509.71
40402,Urban,653,260.74
40403,Urban,1100,504.8
40406,Urban,767,322.98
40407,Urban,872,380.31
40409,Urban,982,440.37
40410,Urban,1042,473.13
40413,Urban,1091,499.89
40414,Urban,703,288.04
40415,Urban,722,298.41
40416,Urban,876,382.5
40417,Urban,782,331.17
40418,Urban,818,350.83
40419,Urban,1029,466.03
40420,Urban,717,295.68
40421,Urban,846,366.12
40422,Urban,756,316.98
40423,Urban,1078,492.79
40424,Urban,1016,458.94
40427,Urban,866,377.04
40428,Urban,772,325.71
40429,Urban,1110,510.26
40430,Urban,698,285.31
40431,Urban,797,339.36
40432,Urban,1007,454.02
40434,Urban,962,429.45
40435,Urban,957,426.72
40436,Urban,999,449.65
40439,Urban,785,332.81
40440,Urban,724,299.5
40441,Urban,751,314.25
40443,Urban,968,432.73
40444,Urban,994,446.92
40446,Urban,918,405.43
40448,Urban,927,410.34
40449,Urban,793,337.18
40452,Urban,853,369.94
40453,Urban,876,382.5
40454,Urban,958,427.27
40455,Urban,1168,541.93
40458,Urban,1134,523.36
40459,Urban,1124,517.9
40462,Urban,939,416.89
40463,Urban,1173,544.66
40464,Urban,925,409.25
40466,Urban,722,298.41
40468,Urban,960,428.36
40470,Urban,1031,467.13
40471,Urban,953,424.54
40472,Urban,699,285.85
40473,Urban,1163,539.2
40474,Urban,895,392.87
40475,Urban,712,292.95
40476,Urban,1056,480.78
40477,Urban,1103,506.44
40478,Urban,756,316.98
40480,Urban,987,443.1
40481,Urban,751,314.25
40482,Urban,816,349.74
40483,Urban,674,272.2
40484,Urban,699,285.85
40485,Urban,1055,480.23
40486,Urban,698,285.31
40487,Urban,972,434.91
40488,Urban,1032,467.67
40489,Urban,893,391.78
40490,Urban,651,259.65
40491,Urban,902,396.69
40492,Urban,1000,450.2
40493,Urban,756,316.98
40494,Urban,854,370.48
40496,Urban,1047,475.86
40497,Urban,895,392.87
40500,Urban,835,360.11
40501,Urban,1132,522.27
40503,Urban,951,423.45
40504,Urban,1089,498.79
40505,Urban,806,344.28
40506,Urban,940,417.44
40507,Urban,998,449.11
40508,Urban,777,328.44
40509,Urban,1059,482.41
40510,Urban,1120,515.72
40511,Urban,695,283.67
40512,Urban,1004,452.38
40513,Urban,871,379.77
40515,Urban,664,266.74
40517,Urban,843,364.48
40519,Urban,781,330.63
40520,Urban,977,437.64
40521,Urban,720,297.32
40522,Urban,718,296.23
40523,Urban,729,302.23
40524,Urban,710,291.86
40525,Urban,760,319.16
40526,Urban,888,389.05
40528,Urban,950,422.9
40530,Urban,1160,537.56
40533,Urban,1133,522.82
40535,Urban,1061,483.51
40536,Urban,960,428.36
40537,Urban,1111,510.81
40538,Urban,1198,558.31
40539,Urban,770,324.62
40540,Urban,910,401.06
40541,Urban,987,443.1
40542,Urban,724,299.5
40543,Urban,1110,510.26
40544,Urban,1082,494.97
40545,Urban,1078,492.79
40546,Urban,863,375.4
40548,Urban,1078,492.79
40549,Urban,863,375.4
40550,Urban,1126,519.0
40552,Urban,836,360.66
40553,Urban,1194,556.12
40554,Urban,807,344.82
40556,Urban,1159,537.01
40557,Urban,1082,494.97
40558,Urban,715,294.59
40561,Urban,879,384.13
40563,Urban,1139,526.09
40564,Urban,886,387.96
40565,Urban,696,284.22
40566,Urban,1189,553.39
40567,Urban,817,350.28
40568,Urban,1051,478.05
40571,Urban,1126,519.0
40572,Urban,784,332.26
40574,Urban,742,309.33
40575,Urban,1015,458.39
40576,Urban,1149,531.55
40577,Urban,804,343.18
40578,Urban,1080,493.88
40579,Urban,777,328.44
40580,Urban,666,267.84
40581,Urban,980,439.28
40583,Urban,1143,528.28
40584,Urban,710,291.86
40585,Urban,1117,514.08
40586,Urban,747,312.06
40587,Urban,1064,485.14
40588,Urban,1001,450.75
40589,Urban,1057,481.32
40590,Urban,975,436.55
40591,Urban,747,312.06
40592,Urban,751,314.25
40593,Urban,855,371.03
40595,Urban,1095,502.07
40596,Urban,1056,480.78
40597,Urban,766,322.44
40598,Urban,1115,512.99
40599,Urban,1182,549.57
40601,Urban,1103,506.44
40602,Urban,927,410.34
40603,Urban,971,434.37
40606,Urban,862,374.85
40607,Urban,742,309.33
40609,Urban,1199,558.85
40610,Urban,1009,455.11
40611,Urban,1070,488.42
40612,Urban,885,387.41
40614,Urban,1190,553.94
40616,Urban,678,274.39
40617,Urban,962,429.45
40618,Urban,915,403.79
40620,Urban,767,322.98
40621,Urban,1010,455.66
40622,Urban,950,422.9
40624,Urban,938,416.35
40625,Urban,1184,550.66
40626,Urban,1036,469.86
40627,Urban,910,401.06
40629,Urban,861,374.31
40631,Urban,961,428.91
40632,Urban,930,411.98
40633,Urban,732,303.87
40634,Urban,829,356.83
40635,Urban,729,302.23
40636,Urban,1043,473.68
40637,Urban,987,443.1
40639,Urban,745,310.97
40640,Urban,809,345.91
40641,Urban,1118,514.63
40642,Urban,818,350.83
40643,Urban,1183,550.12
40644,Urban,766,322.44
40645,Urban,1164,539.74
40646,Urban,729,302.23
40647,Urban,659,264.01
40648,Urban,835,360.11
40649,Urban,1152,533.19
40650,Urban,651,259.65
40651,Urban,732,303.87
40652,Urban,765,321.89
40653,Urban,1041,472.59
40654,Urban,853,369.94
40655,Urban,1121,516.27
40656,Urban,1091,499.89
40657,Urban,1097,503.16
40659,Urban,1120,515.72
40660,Urban,800,341.0
40661,Urban,817,350.28
40662,Urban,825,354.65
40666,Urban,959,427.81
40667,Urban,1006,453.48
40668,Urban,794,337.72
40669,Urban,654,261.28
40670,Urban,745,310.97
40671,Urban,1009,455.11
40673,Urban,1179,547.93
40674,Urban,828,356.29
40675,Urban,1049,476.95
40676,Urban,1177,546.84
40678,Urban,1073,490.06
40679,Urban,843,364.48
40680,Urban,775,327.35
40681,Urban,923,408.16
40682,Urban,664,266.74
40683,Urban,1065,485.69
40684,Urban,898,394.51
40685,Urban,712,292.95
40688,Urban,1082,494.97
40689,Urban,660,264.56
40690,Urban,811,347.01
40691,Urban,810,346.46
40692,Urban,917,404.88
40693,Urban,711,292.41
40694,Urban,935,414.71
40695,Urban,1182,549.57
40696,Urban,878,383.59
40697,Urban,1135,523.91
40698,Urban,1002,451.29
40699,Urban,915,403.79
40700,Urban,1027,464.94
40702,Urban,852,369.39
40705,Urban,1115,512.99
40706,Urban,962,429.45
40707,Urban,786,333.36
40710,Urban,728,301.69
40712,Urban,718,296.23
40713,Urban,812,347.55
40715,Urban,684,277.66
40716,Urban,730,302.78
40718,Urban,737,306.6
40719,Urban,1103,506.44
40720,Urban,703,288.04
40721,Urban,847,366.66
40723,Urban,931,412.53
40724,Urban,804,343.18
40725,Urban,918,405.43
40726,Urban,895,392.87
40727,Urban,789,334.99
40730,Urban,816,349.74
40731,Urban,1170,543.02
40732,Urban,1195,556.67
40734,Urban,1080,493.88
40736,Urban,794,337.72
40738,Urban,995,447.47
40739,Urban,1023,462.76
40740,Urban,1086,497.16
40741,Urban,784,332.26
40742,Urban,943,419.08
40743,Urban,844,365.02
40744,Urban,903,397.24
40745,Urban,953,424.54
40746,Urban,873,380.86
40748,Urban,1040,472.04
40750,Urban,1155,534.83
40751,Urban,675,272.75
40752,Urban,894,392.32
40753,Urban,1032,467.67
40754,Urban,907,399.42
40755,Urban,750,313.7
40756,Urban,748,312.61
40757,Urban,852,369.39
40760,Urban,1046,475.32
40761,Urban,815,349.19
40762,Urban,1150,532.1
40764,Urban,1030,466.58
40765,Urban,968,432.73
40766,Urban,1091,499.89
40767,Urban,1154,534.28
40768,Urban,994,446.92
40769,Urban,929,411.43
40771,Urban,1032,467.67
40772,Urban,854,370.48
40773,Urban,993,446.38
40774,Urban,1086,497.16
40775,Urban,1095,502.07
40776,Urban,902,396.69
40777,Urban,811,347.01
40778,Urban,964,430.54
40780,Urban,1079,493.33
40783,Urban,1188,552.85
40784,Urban,670,270.02
40785,Urban,794,337.72
40786,Urban,1083,495.52
40788,Urban,689,280.39
40789,Urban,1110,510.26
40791,Urban,735,305.51
40792,Urban,710,291.86
40793,Urban,825,354.65
40794,Urban,986,442.56
40796,Urban,994,446.92
40797,Urban,711,292.41
40798,Urban,1068,487.33
40799,Urban,821,352.47
40800,Urban,851,368.85
40801,Urban,1052,478.59
40802,Urban,943,419.08
40803,Urban,1054,479.68
40805,Urban,1089,498.79
40807,Urban,926,409.8
40808,Urban,921,407.07
40809,Urban,837,361.2
40811,Urban,985,442.01
40812,Urban,808,345.37
40814,Urban,1172,544.11
40815,Urban,704,288.58
40816,Urban,664,266.74
40817,Urban,826,355.2
40818,Urban,1076,491.7
40819,Urban,1084,496.06
40820,Urban,914,403.24
40821,Urban,696,284.22
40822,Urban,1113,511.9
40823,Urban,1112,511.35
40825,Urban,1056,480.78
40826,Urban,1033,468.22
40827,Urban,948,421.81
40828,Urban,862,374.85
40830,Urban,1068,487.33
40831,Urban,1146,529.92
40832,Urban,1131,521.73
40833,Urban,895,392.87
40834,Urban,1055,480.23
40835,Urban,720,297.32
40836,Urban,736,306.06
40837,Urban,679,274.93
40838,Urban,734,304.96
40839,Urban,1184,550.66
40841,Urban,987,443.1
40842,Urban,971,434.37
40843,Urban,1166,540.84
40844,Urban,1168,541.93
40846,Urban,1007,454.02
40847,Urban,847,366.66
40848,Urban,978,438.19
40849,Urban,1068,487.33
40850,Urban,697,284.76
40852,Urban,714,294.04
40853,Urban,724,299.5
40854,Urban,658,263.47
40855,Urban,1176,546.3
40856,Urban,1073,490.06
40857,Urban,803,342.64
40858,Urban,1180,548.48
40859,Urban,842,363.93
40860,Urban,900,395.6
40861,Urban,1176,546.3
40862,Urban,952,423.99
40863,Urban,740,308.24
40864,Urban,1048,476.41
40865,Urban,1041,472.59
40866,Urban,723,298.96
40867,Urban,1030,466.58
40868,Urban,956,426.18
40870,Urban,923,408.16
40871,Urban,735,305.51
40872,Urban,932,413.07
40873,Urban,1145,529.37
40875,Urban,983,440.92
40876,Urban,961,428.91
40878,Urban,711,292.41
40879,Urban,966,431.64
40880,Urban,1069,487.87
40882,Urban,855,371.03
40883,Urban,836,360.66
40884,Urban,863,375.4
40886,Urban,943,419.08
40887,Urban,980,439.28
40889,Urban,666,267.84
40890,Urban,1118,514.63
40891,Urban,1159,537.01
40892,Urban,833,359.02
40893,Urban,1169,542.47
40895,Urban,845,365.57
40897,Urban,670,270.02
40898,Urban,1177,546.84
40899,Urban,934,414.16
40900,Urban,987,443.1
40901,Urban,834,359.56
40902,Urban,1131,521.73
40903,Urban,957,426.72
40904,Urban,676,273.3
40905,Urban,815,349.19
40906,Urban,945,420.17
40908,Urban,933,413.62
40910,Urban,850,368.3
40911,Urban,678,274.39
40912,Urban,1096,502.62
40913,Urban,1160,537.56
40914,Urban,723,298.96
40915,Urban,1188,552.85
40917,Urban,762,320.25
40918,Urban,1161,538.11
40919,Urban,944,419.62
40920,Urban,992,445.83
40921,Urban,841,363.39
40922,Urban,1020,461.12
40923,Urban,804,343.18
40924,Urban,680,275.48
40926,Urban,911,401.61
40929,Urban,656,262.38
40930,Urban,730,302.78
40932,Urban,931,412.53
40933,Urban,1185,551.21
40934,Urban,783,331.72
40935,Urban,929,411.43
40936,Urban,719,296.77
40937,Urban,819,351.37
40938,Urban,854,370.48
40939,Urban,774,326.8
40940,Urban,842,363.93
40941,Urban,747,312.06
40942,Urban,886,387.96
40943,Urban,1029,466.03
40944,Urban,1130,521.18
40945,Urban,949,422.35
40946,Urban,1050,477.5
40947,Urban,766,322.44
40948,Urban,896,393.42
40950,Urban,662,265.65
40951,Urban,714,294.04
40952,Urban,1115,512.99
40953,Urban,1187,552.3
40955,Urban,1021,461.67
40956,Urban,1107,508.62
40957,Urban,1090,499.34
40958,Urban,1089,498.79
40960,Urban,927,410.34
40961,Urban,1058,481.87
40962,Urban,999,449.65
40964,Urban,819,351.37
40965,Urban,984,441.46
40967,Urban,1123,517.36
40968,Urban,921,407.07
40969,Urban,693,282.58
40970,Urban,674,272.2
40971,Urban,712,292.95
40973,Urban,1183,550.12
40974,Urban,1107,508.62
40975,Urban,1022,462.21
40976,Urban,920,406.52
40977,Urban,899,395.05
40978,Urban,770,324.62
40979,Urban,765,321.89
40981,Urban,702,287.49
40982,Urban,954,425.08
40984,Urban,844,365.02
40986,Urban,810,346.46
40987,Urban,686,278.76
40988,Urban,803,342.64
40990,Urban,928,410.89
40991,Urban,676,273.3
40992,Urban,836,360.66
40993,Urban,893,391.78
40994,Urban,1062,484.05
40995,Urban,750,313.7
40996,Urban,775,327.35
40997,Urban,786,333.36
40998,Urban,994,446.92
41000,Urban,1174,545.2
41001,Urban,848,367.21
41002,Urban,952,423.99
41003,Urban,699,285.85
41004,Urban,792,336.63
41005,Urban,694,283.12
41006,Urban,951,423.45
41007,Urban,933,413.62
41009,Urban,877,383.04
41010,Urban,686,278.76
41011,Urban,889,389.59
41013,Urban,839,362.29
41014,Urban,840,362.84
41015,Urban,662,265.65
41016,Urban,1186,551.76
41017,Urban,975,436.55
41018,Urban,678,274.39
41019,Urban,1183,550.12
41020,Urban,982,440.37
41021,Urban,697,284.76
41022,Urban,1044,474.22
41023,Urban,1123,517.36
41024,Urban,1127,519.54
41025,Urban,854,370.48
41026,Urban,983,440.92
41027,Urban,661,265.11
41030,Urban,881,385.23
41031,Urban,1065,485.69
41032,Urban,887,388.5
41033,Urban,708,290.77
41035,Urban,1158,536.47
41036,Urban,1022,462.21
41037,Urban,978,438.19
41038,Urban,971,434.37
41039,Urban,1000,450.2
41040,Urban,884,386.86
41041,Urban,736,306.06
41042,Urban,970,433.82
41044,Urban,899,395.05
41046,Urban,1058,481.87
41047,Urban,696,284.22
41048,Urban,849,367.75
41049,Urban,808,345.37
41050,Urban,931,412.53
41054,Urban,976,437.1
41055,Urban,841,363.39
41056,Urban,1158,536.47
41057,Urban,858,372.67
41058,Urban,709,291.31
41060,Urban,906,398.88
41062,Urban,1153,533.74
41063,Urban,839,362.29
41064,Urban,699,285.85
41065,Urban,785,332.81
41066,Urban,1088,498.25
41067,Urban,860,373.76
41068,Urban,699,285.85
41069,Urban,768,323.53
41071,Urban,1164,539.74
41073,Urban,896,393.42
41074,Urban,1095,502.07
41075,Urban,747,312.06
41076,Urban,986,442.56
41077,Urban,834,359.56
41078,Urban,848,367.21
41079,Urban,1185,551.21
41080,Urban,1177,546.84
41081,Urban,775,327.35
41082,Urban,694,283.12
41083,Urban,1132,522.27
41084,Urban,1130,521.18
41085,Urban,1194,556.12
41087,Urban,965,431.09
41088,Urban,1193,555.58
41090,Urban,751,314.25
41091,Urban,939,416.89
41094,Urban,1108,509.17
41095,Urban,808,345.37
41096,Urban,863,375.4
41097,Urban,1131,521.73
41098,Urban,778,328.99
41099,Urban,911,401.61
41100,Urban,985,442.01
41102,Urban,1043,473.68
41103,Urban,1182,549.57
41104,Urban,1137,525.0
41105,Urban,1113,511.9
41106,Urban,1004,452.38
41107,Urban,1149,531.55
41108,Urban,946,420.72
41109,Urban,868,378.13
41110,Urban,1070,488.42
41111,Urban,958,427.27
41112,Urban,1014,457.84
41113,Urban,754,315.88
41114,Urban,807,344.82
41115,Urban,1180,548.48
41116,Urban,970,433.82
41117,Urban,798,339.91
41118,Urban,888,389.05
41119,Urban,958,427.27
41120,Urban,841,363.39
41121,Urban,814,348.64
41122,Urban,853,369.94
41124,Urban,914,403.24
41125,Urban,916,404.34
41129,Urban,1158,536.47
41130,Urban,1200,559.4
41131,Urban,897,393.96
41132,Urban,1134,523.36
41133,Urban,1004,452.38
41134,Urban,1077,492.24
41135,Urban,733,304.42
41136,Urban,693,282.58
41137,Urban,953,424.54
41138,Urban,820,351.92
41139,Urban,1071,488.97
41140,Urban,863,375.4
41141,Urban,1175,545.75
41142,Urban,654,261.28
41143,Urban,1126,519.0
41144,Urban,1103,506.44
41146,Urban,835,360.11
41147,Urban,1088,498.25
41148,Urban,904,397.78
41149,Urban,1045,474.77
41150,Urban,952,423.99
41152,Urban,784,332.26
41153,Urban,1099,504.25
41154,Urban,655,261.83
41155,Urban,1101,505.35
41156,Urban,700,286.4
41157,Urban,1169,542.47
41158,Urban,747,312.06
